School,Sex,Age,Area Type,Family Size,Parents Cohabitation,Mother's Education,Father's Education,Mother's Job,Fathers's Job,Reason,Guardian,Study Time,Failed,Extra School Support,Extra Paid Courses,Extra Activities,Attended Nursery School,Wants Higher Education,Internet Access,In a Romantic Relation,Family Relation,Free Time,Go Out,Workday Alcohol Consumption,Weekly Alcohol Consumption,Health Status,# of Class Absent
Gabriel Pereira,Female,16,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Excellent,High,High,Very Low,Very Low,Very High,0
Gabriel Pereira,Male,15,Urban,More than 3,Together,Secondary,Higher,Services,Services,Close to Home,Father,Less than 2 hours,0,yes,no,no,yes,yes,yes,no,Excellent,Very High,Very High,Normal,Low,Very High,0
Gabriel Pereira,Female,15,Urban,Less or Equal to 3,Apart,Secondary,Higher,other,Other,Close to Home,Mother,2 to 5 hours,0,yes,no,yes,yes,yes,yes,yes,Excellent,Normal,Low,Very Low,Very Low,Very Low,0
Gabriel Pereira,Female,19,Urban,More than 3,Together,None,Primary,At Home,Other,Course Preference,Other,2 to 5 hours,3,no,no,no,no,no,no,no,Normal,High,Low,Very Low,Very Low,Very High,2
Gabriel Pereira,Male,18,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,Services,Other,School Reputation,Mother,Less than 2 hours,2,no,no,yes,yes,yes,yes,no,Normal,Normal,Normal,Very Low,Low,High,0
Gabriel Pereira,Male,16,Rural,More than 3,Together,Higher,Higher,Teacher,Teacher,Course Preference,Mother,Less than 2 hours,0,no,yes,yes,yes,yes,yes,no,Normal,Very High,Very High,Low,Very High,High,8
Gabriel Pereira,Female,15,Rural,More than 3,Together,Secondary,Higher,Services,Teacher,Course Preference,Father,5 to 10 hours,2,no,no,no,yes,yes,yes,yes,Good,Low,Low,Low,Low,Very High,0
Gabriel Pereira,Female,15,Urban,More than 3,Together,Primary,Primary,At Home,Other,Course Preference,Mother,Less than 2 hours,0,no,no,yes,no,yes,yes,yes,Good,Normal,Normal,Very Low,Low,High,0
Gabriel Pereira,Female,17,Urban,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Course Preference,Father,Less than 2 hours,0,no,no,no,yes,yes,yes,yes,Normal,High,High,Very Low,Normal,Very High,12
Gabriel Pereira,Female,16,Urban,More than 3,Apart,Secondary,Higher,Services,Other,Course Preference,Father,Less than 2 hours,0,no,no,no,yes,yes,yes,no,Normal,Low,Very Low,Very Low,High,Very High,16
Gabriel Pereira,Male,15,Rural,More than 3,Together,Secondary,Higher,At Home,Teacher,Course Preference,Mother,2 to 5 hours,0,no,no,no,yes,yes,no,yes,Excellent,Normal,Normal,Very Low,Very Low,Very High,0
Gabriel Pereira,Female,15,Urban,More than 3,Together,Higher,Higher,Services,At Home,Course Preference,Mother,5 to 10 hours,0,no,no,yes,yes,yes,yes,yes,Good,Normal,Normal,Very Low,Very Low,Very High,0
Gabriel Pereira,Male,17,Rural,More than 3,Together,Secondary,Higher,At Home,Other,Course Preference,Mother,2 to 5 hours,0,no,no,no,yes,yes,no,no,Excellent,High,Very High,Low,High,Very High,0
Gabriel Pereira,Female,16,Urban,More than 3,Apart,Secondary,Secondary,other,Other,Course Preference,Other,Less than 2 hours,2,no,no,yes,no,yes,yes,yes,Good,Normal,Low,Very Low,Very Low,Very High,0
Gabriel Pereira,Male,16,Urban,Less or Equal to 3,Together,Primary,Primary,Services,Other,Course Preference,Mother,2 to 5 hours,1,no,no,no,yes,yes,no,yes,Good,High,High,Very Low,Normal,Very High,0
Gabriel Pereira,Female,15,Urban,More than 3,Together,Higher,Higher,Teacher,Teacher,Course Preference,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,no,Good,Normal,Low,Very Low,Very Low,Very High,0
Gabriel Pereira,Male,15,Urban,More than 3,Together,Higher,Secondary,Teacher,Services,Course Preference,Father,More than 10 hours,0,yes,no,no,yes,yes,yes,no,Bad,Low,Low,Very Low,Very Low,Normal,0
Gabriel Pereira,Male,16,Urban,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,Services,Services,School Reputation,Father,Less than 2 hours,2,no,no,yes,yes,yes,yes,no,Bad,Normal,Normal,Low,Low,Low,8
Gabriel Pereira,Female,15,Urban,More than 3,Together,Higher,Higher,Teacher,Services,Course Preference,Mother,5 to 10 hours,0,no,yes,yes,yes,yes,yes,no,Good,Low,Low,Very Low,Very Low,Very High,2
Gabriel Pereira,Female,16,Urban,Less or Equal to 3,Together,Primary,Primary,At Home,At Home,Course Preference,Mother,Less than 2 hours,0,no,no,no,yes,yes,yes,no,Normal,High,High,Normal,Normal,Very Low,2
Gabriel Pereira,Male,17,Urban,More than 3,Together,5th to 9th grade,Primary,other,Other,Close to Home,Mother,Less than 2 hours,3,no,no,no,yes,yes,yes,no,Excellent,High,Very High,Very Low,Low,Very High,0
Gabriel Pereira,Female,15,Urban,More than 3,Together,Primary,Primary,other,Services,Course Preference,Father,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,Good,High,Low,Very Low,Low,Very High,0
Gabriel Pereira,Female,15,Urban,More than 3,Together,Secondary,5th to 9th grade,Health,Services,Close to Home,Father,2 to 5 hours,3,no,no,no,yes,yes,yes,no,Normal,Normal,Low,Very Low,Very Low,Normal,0
Gabriel Pereira,Female,15,Urban,More than 3,Together,Primary,5th to 9th grade,At Home,Other,Course Preference,Mother,2 to 5 hours,0,no,yes,no,no,yes,yes,no,Good,Normal,Low,Very Low,Very Low,Very High,2
Gabriel Pereira,Male,16,Urban,More than 3,Together,Higher,Higher,Teacher,Teacher,Course Preference,Mother,Less than 2 hours,0,no,no,no,yes,no,yes,yes,Normal,Normal,Low,Low,Very Low,Very High,0
Gabriel Pereira,Male,15,Urban,Less or Equal to 3,Apart,5th to 9th grade,Primary,Services,Other,Course Preference,Mother,Less than 2 hours,3,no,no,no,yes,yes,yes,no,Good,Very High,Very High,Low,Very High,Very High,0
Gabriel Pereira,Male,18,Urban,Less or Equal to 3,Together,Primary,Primary,other,Other,Course Preference,Mother,Less than 2 hours,3,no,no,no,yes,no,yes,yes,Bad,Normal,Very High,Low,Very High,High,0
Gabriel Pereira,Male,16,Urban,Less or Equal to 3,Together,5th to 9th grade,Primary,At Home,Other,Course Preference,Mother,Less than 2 hours,1,no,no,yes,yes,yes,no,yes,Good,High,High,Normal,Very High,Very High,6
Gabriel Pereira,Female,15,Rural,More than 3,Together,Secondary,Secondary,Services,Services,School Reputation,Other,5 to 10 hours,2,no,yes,yes,yes,yes,yes,yes,Good,Low,Very Low,Low,Normal,Normal,8
Gabriel Pereira,Male,19,Urban,More than 3,Together,Secondary,5th to 9th grade,Services,At Home,Close to Home,Mother,Less than 2 hours,3,no,no,no,yes,no,yes,yes,Good,Very High,High,Very Low,Very Low,High,0
Gabriel Pereira,Female,17,Urban,More than 3,Together,Higher,Higher,other,Teacher,Course Preference,Mother,Less than 2 hours,0,yes,no,no,yes,yes,no,yes,Good,Low,Very Low,Very Low,Very Low,High,0
Gabriel Pereira,Male,15,Rural,More than 3,Together,5th to 9th grade,Secondary,At Home,Services,Course Preference,Mother,2 to 5 hours,0,yes,yes,yes,yes,yes,no,no,Good,High,High,Very Low,Very Low,Very Low,2
Gabriel Pereira,Male,17,Rural,Less or Equal to 3,Together,Primary,5th to 9th grade,other,Other,School Reputation,Mother,Less than 2 hours,0,no,no,no,yes,yes,no,no,Bad,Low,Low,Normal,Normal,Very High,8
Gabriel Pereira,Female,18,Rural,More than 3,Together,Primary,Primary,At Home,Other,Course Preference,Mother,Less than 2 hours,3,no,no,yes,no,yes,no,no,Excellent,Low,Very High,Very Low,Very High,High,6
Gabriel Pereira,Male,16,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,At Home,Other,Course Preference,Mother,Less than 2 hours,0,no,no,no,no,yes,no,no,Good,Low,Low,Very Low,Low,Normal,2
Gabriel Pereira,Male,16,Urban,More than 3,Together,Secondary,Secondary,other,Services,Course Preference,Father,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,Good,Very High,Very High,High,High,Very High,4
Gabriel Pereira,Male,17,Rural,Less or Equal to 3,Together,5th to 9th grade,Primary,At Home,Other,Course Preference,Mother,Less than 2 hours,2,no,no,yes,yes,no,yes,yes,Normal,Normal,Low,Low,Low,Very High,0
Gabriel Pereira,Male,15,Rural,More than 3,Together,Secondary,5th to 9th grade,other,Other,Course Preference,Mother,2 to 5 hours,2,yes,no,no,yes,yes,yes,yes,Good,High,High,Very Low,High,Normal,6
Gabriel Pereira,Male,16,Urban,Less or Equal to 3,Together,Primary,5th to 9th grade,other,Other,Course Preference,Mother,Less than 2 hours,1,no,no,yes,yes,yes,no,no,Good,High,High,Low,High,Very High,0
Gabriel Pereira,Male,17,Urban,More than 3,Together,Primary,Secondary,At Home,Services,Course Preference,Father,Less than 2 hours,0,no,no,no,yes,no,yes,no,Excellent,Normal,Normal,Very Low,High,Low,2
Gabriel Pereira,Male,17,Rural,Less or Equal to 3,Together,Primary,Primary,other,Services,Course Preference,Mother,2 to 5 hours,3,no,no,yes,yes,no,no,yes,Excellent,Normal,Very High,Very Low,Very High,Very High,0
Gabriel Pereira,Male,16,Urban,More than 3,Together,Secondary,5th to 9th grade,Services,Services,Course Preference,Mother,Less than 2 hours,1,no,no,yes,no,no,no,no,Good,Very High,Low,Very Low,Very Low,Low,16
Gabriel Pereira,Male,16,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Course Preference,Father,2 to 5 hours,0,no,no,no,yes,no,yes,no,Good,Normal,Very High,Low,High,High,4
Gabriel Pereira,Female,16,Urban,More than 3,Together,Higher,5th to 9th grade,Health,Services,Close to Home,Father,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Good,Low,Normal,Very Low,Very Low,Normal,0
Gabriel Pereira,Female,16,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,no,no,yes,yes,no,Excellent,Very Low,Very High,Very Low,Very Low,High,0
Gabriel Pereira,Female,16,Urban,More than 3,Together,Higher,Higher,Health,Health,School Reputation,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Good,High,Low,Very Low,Very Low,Normal,0
Gabriel Pereira,Male,16,Urban,More than 3,Together,Secondary,Higher,other,Other,Course Preference,Father,Less than 2 hours,2,no,no,yes,no,yes,yes,no,Normal,High,Very High,Low,High,Low,0
Gabriel Pereira,Male,16,Urban,More than 3,Together,Primary,None,other,Other,School Reputation,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Good,Normal,Low,Very Low,Very Low,Normal,2
Gabriel Pereira,Male,17,Urban,Less or Equal to 3,Together,Higher,Higher,Teacher,Other,School Reputation,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,no,Good,High,High,Very Low,Normal,Very High,0
Gabriel Pereira,Female,16,Urban,More than 3,Together,Primary,Secondary,At Home,Services,Close to Home,Mother,2 to 5 hours,3,no,no,yes,no,yes,yes,yes,Good,Normal,Very High,Very Low,Very Low,Normal,0
Gabriel Pereira,Female,16,Urban,Less or Equal to 3,Together,Secondary,Secondary,other,Other,School Reputation,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,no,Good,High,Very High,Very Low,Very Low,High,4
Gabriel Pereira,Male,17,Urban,Less or Equal to 3,Together,Higher,Secondary,Teacher,Other,Course Preference,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,no,Good,High,High,High,High,High,4
Gabriel Pereira,Female,16,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,Services,Other,School Reputation,Mother,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,Normal,High,High,Very Low,High,Very High,2
Gabriel Pereira,Male,17,Urban,More than 3,Together,Secondary,Secondary,other,Other,School Reputation,Father,2 to 5 hours,0,no,no,yes,no,yes,yes,no,Good,Normal,High,Very Low,High,High,4
Gabriel Pereira,Male,16,Rural,More than 3,Together,Higher,5th to 9th grade,Teacher,Services,Other,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,yes,Good,Normal,Normal,Normal,High,Normal,10
Gabriel Pereira,Male,17,Urban,More than 3,Together,Higher,Secondary,other,Other,Course Preference,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,Excellent,Low,Normal,Very Low,Very Low,Low,4
Gabriel Pereira,Male,16,Urban,More than 3,Together,Higher,Secondary,Teacher,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,no,Normal,High,Normal,Low,Normal,Normal,10
Gabriel Pereira,Male,16,Urban,More than 3,Together,Secondary,Secondary,Services,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Good,Low,Normal,Very Low,Low,Normal,2
Gabriel Pereira,Female,17,Urban,More than 3,Together,5th to 9th grade,Higher,Services,Services,School Reputation,Father,2 to 5 hours,0,no,no,yes,yes,yes,no,no,Excellent,High,Low,Low,Normal,Very High,0
Gabriel Pereira,Female,17,Urban,Less or Equal to 3,Together,Secondary,Secondary,other,Other,School Reputation,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,Excellent,Normal,Normal,Low,Normal,Very Low,56
Gabriel Pereira,Female,16,Urban,More than 3,Together,Secondary,5th to 9th grade,other,Other,School Reputation,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,Very Bad,Low,Low,Very Low,Low,Very Low,14
Gabriel Pereira,Male,17,Urban,More than 3,Together,Secondary,Secondary,Services,Services,Other,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,Good,Normal,High,Low,Normal,High,12
Gabriel Pereira,Male,16,Urban,More than 3,Together,Primary,5th to 9th grade,Services,Services,Other,Mother,Less than 2 hours,0,no,yes,yes,yes,yes,yes,yes,Normal,Normal,Normal,Very Low,Low,Normal,2
Gabriel Pereira,Male,16,Urban,Less or Equal to 3,Together,5th to 9th grade,Primary,other,Other,Course Preference,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Good,Low,Normal,Very Low,Low,Very High,0
Gabriel Pereira,Female,17,Urban,More than 3,Apart,Secondary,Secondary,Health,Other,School Reputation,Mother,2 to 5 hours,0,no,no,no,no,yes,yes,yes,Normal,Normal,Normal,Very Low,Normal,Normal,6
Gabriel Pereira,Male,17,Rural,More than 3,Together,Primary,5th to 9th grade,At Home,Other,Close to Home,Mother,2 to 5 hours,0,no,no,no,yes,yes,no,no,Normal,Very Low,Normal,Very Low,Very High,Normal,4
Gabriel Pereira,Female,16,Urban,More than 3,Together,5th to 9th grade,Secondary,Services,Services,Course Preference,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,no,Good,Normal,Normal,Very Low,Very Low,Low,10
Gabriel Pereira,Female,17,Urban,More than 3,Together,Primary,Primary,At Home,Services,Course Preference,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Excellent,Normal,Normal,Very Low,Very Low,Normal,0
Gabriel Pereira,Male,17,Urban,More than 3,Together,Primary,5th to 9th grade,At Home,Services,Other,Other,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,Good,High,High,High,Very High,Very High,12
Gabriel Pereira,Male,16,Rural,More than 3,Together,Secondary,Secondary,Services,Services,School Reputation,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,no,Good,Normal,Low,Normal,High,Very High,8
Gabriel Pereira,Male,16,Urban,More than 3,Together,5th to 9th grade,Secondary,other,Other,Close to Home,Father,Less than 2 hours,0,no,no,no,yes,yes,yes,no,Excellent,Normal,Normal,Very Low,Very Low,Normal,0
Gabriel Pereira,Female,17,Urban,Less or Equal to 3,Together,5th to 9th grade,Higher,Services,Services,Course Preference,Father,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,Good,Normal,Low,Very Low,Very Low,Very High,0
Gabriel Pereira,Male,17,Urban,More than 3,Together,Higher,Higher,Services,Teacher,Close to Home,Mother,Less than 2 hours,0,no,no,no,yes,yes,yes,no,Excellent,Low,Normal,Very Low,Low,Very High,4
Gabriel Pereira,Male,16,Rural,Less or Equal to 3,Together,Secondary,Secondary,Teacher,Other,Close to Home,Father,Less than 2 hours,0,no,yes,yes,yes,yes,yes,no,Normal,Normal,High,Normal,Very High,Normal,8
Gabriel Pereira,Female,17,Urban,More than 3,Together,Higher,Higher,Services,Teacher,Close to Home,Mother,Less than 2 hours,1,no,no,no,yes,yes,yes,no,Good,Low,High,Low,Normal,Low,24
Gabriel Pereira,Female,16,Urban,Less or Equal to 3,Together,Higher,Higher,Teacher,Teacher,School Reputation,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,Good,Very High,Low,Very Low,Low,Normal,0
Gabriel Pereira,Female,16,Urban,More than 3,Together,Higher,Secondary,Health,Other,Close to Home,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Good,Normal,Very High,Very Low,Very High,Low,2
Gabriel Pereira,Female,16,Urban,More than 3,Together,5th to 9th grade,Secondary,other,Other,School Reputation,Mother,2 to 5 hours,0,yes,yes,yes,yes,yes,no,no,Good,High,Normal,Very Low,Normal,High,6
Gabriel Pereira,Female,17,Urban,More than 3,Together,Primary,Primary,other,Other,Course Preference,Mother,2 to 5 hours,0,no,yes,no,no,yes,no,no,Good,High,High,Very Low,Normal,Very Low,4
Gabriel Pereira,Female,17,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,School Reputation,Mother,Less than 2 hours,0,no,no,no,yes,yes,yes,no,Excellent,Normal,Low,Very Low,Low,Normal,18
Gabriel Pereira,Female,16,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,Services,Services,School Reputation,Mother,More than 10 hours,0,no,yes,yes,no,yes,yes,no,Excellent,Normal,Very High,Very Low,Very Low,Very High,6
Gabriel Pereira,Female,17,Urban,More than 3,Together,Secondary,Higher,At Home,Services,Close to Home,Mother,5 to 10 hours,1,no,yes,no,yes,yes,yes,yes,Good,High,Normal,Normal,High,Very High,28
Gabriel Pereira,Female,16,Urban,More than 3,Apart,Secondary,Primary,Services,Other,Course Preference,Mother,2 to 5 hours,3,no,yes,no,yes,yes,yes,no,Bad,Normal,Normal,Low,Low,High,5
Gabriel Pereira,Female,16,Urban,More than 3,Together,Higher,Secondary,Teacher,Other,Other,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Very Bad,Normal,Low,Very Low,Very Low,Very Low,10
Gabriel Pereira,Female,16,Urban,More than 3,Together,Primary,Primary,At Home,Other,Close to Home,Mother,Less than 2 hours,0,no,yes,no,yes,yes,no,no,Good,Normal,Low,Very Low,High,Very High,6
Gabriel Pereira,Female,17,Rural,More than 3,Together,Higher,Secondary,Teacher,Other,School Reputation,Mother,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,Good,High,Low,Very Low,Very Low,High,6
Gabriel Pereira,Female,19,Urban,More than 3,Together,Secondary,Secondary,other,Other,School Reputation,Other,More than 10 hours,0,no,yes,yes,yes,yes,yes,no,Good,Normal,Normal,Very Low,Low,Normal,10
Gabriel Pereira,Male,17,Urban,Less or Equal to 3,Together,Higher,Higher,Services,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Excellent,Normal,Very High,High,Very High,Normal,13
Gabriel Pereira,Female,16,Urban,More than 3,Apart,5th to 9th grade,5th to 9th grade,other,Other,School Reputation,Mother,2 to 5 hours,0,yes,yes,no,yes,yes,yes,no,Normal,Normal,High,Very Low,Very Low,High,0
Gabriel Pereira,Male,18,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,Services,Other,Close to Home,Mother,2 to 5 hours,1,no,yes,yes,yes,yes,yes,no,Good,High,High,Low,High,Very High,15
Gabriel Pereira,Female,17,Rural,Less or Equal to 3,Together,Higher,Higher,Services,Other,Other,Mother,Less than 2 hours,0,no,yes,no,yes,yes,no,no,Excellent,Low,Very Low,Very Low,Low,Normal,12
Gabriel Pereira,Female,17,Urban,Less or Equal to 3,Together,Secondary,5th to 9th grade,other,Other,School Reputation,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,Good,High,High,Very Low,Normal,Very Low,2
Gabriel Pereira,Female,17,Urban,More than 3,Together,Higher,Secondary,other,Other,School Reputation,Mother,2 to 5 hours,2,no,yes,no,yes,yes,yes,yes,Normal,High,Very High,Low,High,Very Low,22
Gabriel Pereira,Male,18,Urban,Less or Equal to 3,Together,Secondary,Secondary,Services,Health,Close to Home,Father,2 to 5 hours,1,no,yes,no,yes,yes,yes,no,Normal,Low,High,Low,High,High,13
Gabriel Pereira,Female,17,Urban,More than 3,Together,5th to 9th grade,Secondary,At Home,Other,Close to Home,Father,Less than 2 hours,0,no,yes,no,yes,yes,no,no,Normal,Normal,Normal,Very Low,High,Normal,3
Gabriel Pereira,Female,17,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,At Home,At Home,Course Preference,Mother,5 to 10 hours,0,no,yes,yes,yes,yes,yes,no,Good,Normal,Normal,Very Low,Very Low,High,4
Gabriel Pereira,Female,17,Rural,More than 3,Together,5th to 9th grade,Primary,At Home,Services,School Reputation,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Good,Low,Very High,Very Low,Low,Very High,2
Gabriel Pereira,Female,17,Urban,More than 3,Together,Primary,Primary,At Home,Other,School Reputation,Mother,5 to 10 hours,1,no,no,yes,yes,yes,no,yes,Good,Normal,High,Very Low,Very Low,Very High,0
Gabriel Pereira,Female,16,Urban,More than 3,Together,5th to 9th grade,Secondary,Services,Teacher,Other,Mother,2 to 5 hours,0,yes,no,no,yes,yes,yes,no,Bad,Normal,Very Low,Very Low,Very Low,Normal,2
Gabriel Pereira,Male,18,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,Normal,Normal,Normal,Very High,Very High,High,0
Gabriel Pereira,Female,16,Urban,More than 3,Together,Higher,Higher,Teacher,Services,Close to Home,Mother,5 to 10 hours,0,no,no,yes,no,yes,yes,no,Excellent,Normal,Low,Very Low,Very Low,Very High,0
