School,Sex,Age,Area Type,Reason,Study Time,Failed,Workday Alcohol Consumption,Weekly Alcohol Consumption,Health Status,# of Class Absent,FamilyInfoSK,StudentInfoSK
Mousinho da Silveira,Female,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Low,Very Low,1,86,376
Mousinho da Silveira,Female,17,Rural,School Reputation,2 to 5 hours,0,Low,Normal,Very Low,10,314,407
Mousinho da Silveira,Male,18,Urban,Close to Home,2 to 5 hours,0,Very Low,High,Low,4,315,408
Mousinho da Silveira,Male,18,Rural,Other,Less than 2 hours,0,Very Low,Normal,Very High,0,74,242
Mousinho da Silveira,Male,17,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,Normal,4,232,35
Mousinho da Silveira,Male,19,Rural,Other,Less than 2 hours,1,Very Low,Normal,Very High,0,316,243
Mousinho da Silveira,Male,18,Rural,Close to Home,Less than 2 hours,1,High,Normal,Normal,0,317,220
Mousinho da Silveira,Female,18,Rural,Other,5 to 10 hours,0,Very Low,Normal,High,0,318,254
Mousinho da Silveira,Female,17,Urban,Other,2 to 5 hours,0,Very Low,Very Low,Very Low,0,14,297
Mousinho da Silveira,Female,18,Rural,School Reputation,Less than 2 hours,0,Low,Low,Very High,4,319,36
Mousinho da Silveira,Female,19,Rural,Course Preference,5 to 10 hours,1,Very Low,Low,Very High,4,320,244
Mousinho da Silveira,Female,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very Low,4,321,256
Mousinho da Silveira,Female,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very High,6,322,171
Mousinho da Silveira,Male,17,Urban,Course Preference,Less than 2 hours,0,Normal,High,Low,6,324,197
Mousinho da Silveira,Male,18,Rural,Course Preference,Less than 2 hours,0,Normal,High,Very High,4,78,247
